Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;PIRATEN;PIRATEN;NPD;NPD;Tierschutzpartei;Tierschutzpartei;REP;REP;ÖDP;ÖDP;FAMILIE;FAMILIE;Bündnis 21/RRP;Bündnis 21/RRP;RENTNER;RENTNER;BP;BP;PBC;PBC;BüSo;BüSo;DIE VIOLETTEN;DIE VIOLETTEN;MLPD;MLPD;Volksabstimmung;Volksabstimmung;PSG;AfD;AfD;BIG;BIG;pro Deutschland;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;FREIE WÄHLER;Nichtwähler;PARTEI DER VERNUNFT;PARTEI DER VERNUNFT;Die PARTEI;Die PARTEI;Bergpartei;BGD;DKP;NEIN!;WGr/EB
;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
273;BW;Rastatt;207555;148159;2513;2202;145646;145957;77850;71752;33482;30043;4527;8436;5073;6055;12233;13223;0;0;3058;2906;1642;1409;0;1076;0;376;0;280;0;0;0;0;0;380;0;0;0;174;0;12;0;0;0;54;0;329;0;7021;8397;0;46;0;121;0;0;0;751;0;0;137;0;0;0;0;0;0;760
274;BW;Heidelberg;215943;168177;1858;1771;166319;166406;68061;62331;50850;38915;5180;11626;6892;9413;20392;24601;0;0;3430;4581;1210;1136;0;1187;0;268;663;405;0;0;0;0;0;289;0;0;0;145;0;10;0;0;0;44;0;188;0;8143;10219;0;85;0;76;0;0;776;766;0;0;121;722;0;0;0;0;0;0
275;BW;Mannheim;198525;137796;2629;2052;135167;135744;53819;47598;43736;37367;3772;7427;8951;10227;16544;15047;0;0;4606;4287;2514;1585;0;1378;0;514;0;278;0;0;0;0;0;497;0;0;0;162;0;27;0;0;270;120;0;277;0;0;8148;0;104;0;136;0;0;0;465;0;0;100;955;0;0;0;0;0;0
276;BW;Odenwald – Tauber;213424;155585;2300;2339;153285;153246;90624;79516;32696;30269;2807;7956;5158;6379;9019;10984;0;0;2968;3049;2177;2023;0;1199;0;615;1556;1030;0;0;0;0;0;386;0;0;0;213;0;24;0;0;0;34;0;299;0;6280;7994;0;75;0;149;0;0;0;911;0;0;141;0;0;0;0;0;0;0
277;BW;Rhein-Neckar;197424;147782;2228;2035;145554;145747;72271;63876;37724;32456;3709;9444;5824;6959;12031;13912;0;0;3866;3909;2040;1936;0;1255;655;591;759;421;0;0;0;0;0;342;0;0;0;264;0;18;0;0;0;36;0;267;0;6675;8786;0;72;0;125;0;0;0;932;0;0;146;0;0;0;0;0;0;0
278;BW;Bruchsal – Schwetzingen;195953;145107;2468;2072;142639;143035;73944;66656;35252;30861;3966;8133;5345;6357;9678;11696;0;0;3396;3556;1716;1628;0;1416;1261;1042;0;278;0;0;0;0;0;418;0;0;0;164;0;22;0;0;0;42;0;272;0;6277;8700;0;89;0;168;0;0;1804;1364;0;0;173;0;0;0;0;0;0;0
279;BW;Pforzheim;219976;159491;2294;2095;157197;157396;77737;70997;36059;31788;9064;11171;6435;7248;12539;14081;0;0;3457;3405;2502;2125;0;1324;0;613;0;389;0;0;0;0;0;460;0;0;0;598;0;15;0;0;0;38;0;317;0;8045;11379;0;98;0;176;0;0;1359;1014;0;0;160;0;0;0;0;0;0;0
280;BW;Calw;197679;145151;2442;1881;142709;143270;83514;73263;28892;25285;4072;9194;6094;5948;10036;10946;0;0;3038;2642;2107;1689;0;995;1522;904;1164;524;0;0;0;0;0;410;0;0;0;796;0;21;0;0;0;39;0;257;0;0;9013;0;88;0;122;0;0;2270;1017;0;0;117;0;0;0;0;0;0;0
281;BW;Freiburg;219472;168260;1726;1681;166534;166579;58106;59007;50004;36791;3182;8059;8083;13105;34762;33044;0;0;3829;4973;950;784;0;1465;0;282;0;642;0;0;0;0;0;363;0;0;0;329;0;21;452;0;0;77;0;261;0;4207;6384;0;52;0;88;0;0;1111;732;0;0;120;0;0;0;0;0;0;1848
282;BW;Lörrach – Müllheim;229316;164341;2298;2139;162043;162202;81205;70888;39902;35328;3856;9159;6305;7856;19468;20593;0;0;3747;3594;1741;1412;0;1393;0;589;0;410;0;0;0;0;0;457;0;0;0;590;0;24;0;0;0;50;0;514;0;5819;8267;0;70;0;119;0;0;0;738;0;0;151;0;0;0;0;0;0;0
283;BW;Emmendingen – Lahr;215623;153869;3254;2600;150615;151269;78797;69272;39772;32131;2742;7749;7002;7016;17368;18293;0;0;0;3667;1928;1176;0;1490;0;413;3006;1087;0;0;0;0;0;371;0;0;0;397;0;26;0;0;0;29;0;363;0;0;6823;0;33;0;101;0;0;0;710;0;0;122;0;0;0;0;0;0;0
284;BW;Offenburg;205119;145259;2386;2437;142873;142822;80083;68973;28862;27448;3063;8140;6083;6762;14111;15311;0;0;2836;3028;1471;1318;0;1244;0;334;0;350;0;0;0;0;0;311;0;0;0;218;0;14;0;0;0;32;0;332;0;5563;7743;0;24;0;79;0;0;801;852;0;0;309;0;0;0;0;0;0;0
285;BW;Rottweil – Tuttlingen;199241;143449;2519;2281;140930;141168;81517;72998;25044;24757;4714;9025;5290;5601;10546;10385;0;0;0;2582;2296;2080;0;968;0;413;2419;1250;0;0;0;0;0;418;0;0;0;361;0;27;0;0;0;29;0;353;0;7112;8214;0;54;0;99;0;0;1992;1383;0;0;171;0;0;0;0;0;0;0
286;BW;Schwarzwald-Baar;166191;119181;1815;1836;117366;117345;66505;57912;22211;22414;2946;6933;4144;4860;8984;10613;0;0;0;2260;1963;1737;0;926;0;208;586;375;0;0;0;0;0;339;0;0;0;453;0;17;0;0;0;57;0;229;0;4603;6697;0;37;0;76;0;0;1845;1084;0;0;118;0;0;0;0;0;0;3579
287;BW;Konstanz;202393;147557;1907;1741;145650;145816;75524;63563;27956;29504;5476;10735;5980;7295;19322;18446;0;0;3198;3190;1237;1116;0;1180;0;199;1105;661;0;0;0;0;0;335;0;0;0;230;0;20;0;0;0;43;0;384;0;5852;8027;0;49;0;89;0;0;0;649;0;0;101;0;0;0;0;0;0;0
288;BW;Waldshut;177313;128808;2367;1772;126441;127036;65009;62610;35359;24130;4184;7307;5613;5482;12768;13987;0;0;0;2335;1694;947;0;876;0;635;1814;683;0;0;0;0;0;314;0;0;0;228;0;21;0;0;0;30;0;344;0;0;5979;0;46;0;97;0;0;0;890;0;0;95;0;0;0;0;0;0;0
289;BW;Reutlingen;199091;150014;1883;1992;148131;148022;76870;68394;29859;28558;5665;10441;5966;7089;18399;16195;0;0;0;3267;1764;1517;0;962;0;543;794;505;0;0;0;0;0;346;0;0;0;314;0;23;0;0;296;139;0;324;0;6435;8245;0;71;0;104;0;0;1119;875;0;0;110;0;0;0;0;0;0;964
290;BW;Tübingen;193188;149768;1789;1487;147979;148281;69354;61889;30160;30417;3358;8208;9589;9820;24477;21978;0;0;4402;3979;1558;1297;0;1053;0;439;0;589;0;0;0;0;0;276;0;0;0;340;0;30;0;0;0;95;0;267;0;5081;6815;0;73;0;94;0;0;0;509;0;0;113;0;0;0;0;0;0;0
291;BW;Ulm;220702;167199;2153;1731;165046;165468;85984;80370;39321;33432;4371;8662;6012;7087;16041;17023;0;0;4320;4075;0;1747;0;1158;0;553;0;724;0;0;0;0;0;422;0;0;0;344;0;46;0;0;0;114;0;342;0;5989;7839;0;95;0;147;0;0;1660;1147;0;0;141;0;0;0;0;0;0;1348
292;BW;Biberach;163772;121718;2131;1630;119587;120088;70540;67567;23786;17814;2567;5851;4013;4075;10754;10887;0;0;3411;2503;0;1062;0;825;0;599;1958;1166;0;0;0;0;0;316;0;0;0;209;0;28;0;0;0;20;0;273;0;0;5072;0;66;0;105;0;0;2558;1516;0;0;134;0;0;0;0;0;0;0
293;BW;Bodensee;171016;128696;1930;1487;126766;127209;68333;61961;26105;23125;4955;8086;5749;5629;14224;14955;0;0;2825;2594;1594;1091;0;950;0;303;1415;902;0;0;0;0;0;254;0;0;0;163;0;21;0;0;0;51;0;362;0;0;5689;0;37;0;75;0;0;1566;863;0;0;98;0;0;0;0;0;0;0
294;BW;Ravensburg;185006;135877;1630;1371;134247;134506;69312;67251;26909;23266;3320;7047;4424;5770;18298;16571;0;0;2761;2837;1252;1164;0;951;0;418;2782;1982;0;0;0;0;0;297;0;0;0;231;0;23;0;0;0;60;0;320;0;3674;5200;0;29;0;85;0;0;1192;901;0;0;103;0;0;0;0;0;0;323
295;BW;Zollernalb – Sigmaringen;184370;132905;2714;1844;130191;131061;78966;69176;23684;22447;3069;7393;5460;5359;10802;11008;0;0;0;2746;2756;1854;0;1012;0;668;1194;543;0;0;0;0;0;328;0;0;0;289;0;37;0;0;544;198;0;282;0;0;6161;0;45;0;132;0;0;3716;1222;0;0;161;0;0;0;0;0;0;0
908;BW;Land;7689895;5711469;84058;69450;5627411;5642019;2873905;2576606;1332623;1160424;164210;348317;236251;272456;614298;623294;0;0;113966;130767;66608;56302;0;43277;8245;21847;30607;23704;0;0;0;0;0;14472;0;0;0;12878;282;1042;972;0;2099;2941;0;11032;0;133727;295988;0;3529;0;4595;0;0;36305;33479;0;0;5069;1677;0;0;0;231;0;11405
296;SL;Saarbrücken;204905;142400;3349;3065;139051;139335;51324;46513;50286;43329;2410;6246;15202;16268;7422;10910;0;0;3904;4110;2550;2582;0;0;0;0;0;0;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;267;160;0;0;0;5686;6575;0;0;0;233;0;0;0;849;0;0;0;0;0;0;0;0;0;0
297;SL;Saarlouis;211529;154287;4360;4357;149927;149930;66694;60052;52303;46037;1872;5480;10936;13458;5577;7873;0;0;3652;3739;2475;2610;0;0;0;0;0;0;0;1653;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;6418;7645;0;0;0;237;0;0;0;1075;0;0;0;0;0;0;0;0;0;0
298;SL;St. Wendel;181521;138097;4041;3904;134056;134193;60865;54911;44868;40861;2221;4514;10247;12139;3793;6088;0;0;3035;3391;1975;2062;0;0;0;0;0;0;0;1858;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;6365;7287;0;0;0;214;0;0;0;810;0;687;0;0;0;0;0;0;0;0
299;SL;Homburg;198117;142644;3729;3542;138915;139102;55250;50892;52266;44365;1890;5266;12592;14180;4954;7127;0;0;3289;3453;2231;2437;0;0;0;0;0;0;0;2378;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;6443;7784;0;0;0;218;0;0;0;930;0;0;0;0;0;0;0;0;0;0
910;SL;Land;796072;577428;15479;14868;561949;562560;234133;212368;199723;174592;8393;21506;48977;56045;21746;31998;0;0;13880;14693;9231;9691;0;0;0;0;0;0;0;7449;0;0;0;0;0;0;0;0;0;0;0;0;267;361;0;0;0;24912;29291;0;0;0;902;0;0;0;3664;0;687;0;0;0;0;0;0;0;0
999;Bund;Insgesamt;61946900;44309925;684883;583069;43625042;43726856;16233642;14921877;12843458;11252215;1028645;2083533;3585178;3755699;3180299;3694057;3544079;3243569;963623;959177;635135;560828;4437;140366;27299;91193;128209;127088;4478;7449;5324;8578;920;25134;28430;57395;2081;18542;17988;12814;2516;8211;12904;24219;1748;28654;4564;810915;2056985;2680;17743;4815;73854;2245;12148;431640;423977;11349;3861;24719;39388;78674;624;1431;1699;290;77306
